row_key,task_group,length_bucket,fixed64_seed0_candidate_key,fixed64_seed0_canvas,fixed64_seed0_passed,ordinary_confidence_best_of_grid_candidate_key,ordinary_confidence_best_of_grid_canvas,ordinary_confidence_best_of_grid_passed,phase5_prefix_only_deterministic_proxy_candidate_key,phase5_prefix_only_deterministic_proxy_canvas,phase5_prefix_only_deterministic_proxy_passed,phase5_combined_deterministic_proxy_candidate_key,phase5_combined_deterministic_proxy_canvas,phase5_combined_deterministic_proxy_passed,fixed_score_only_abductive_selector_candidate_key,fixed_score_only_abductive_selector_canvas,fixed_score_only_abductive_selector_passed,best_of_8_oracle_ceiling_offline_only_candidate_key,best_of_8_oracle_ceiling_offline_only_canvas,best_of_8_oracle_ceiling_offline_only_passed
HumanEval-MultiLineInfilling:5789:3a2c58f60e16f43a,HumanEval/161,extreme,HumanEval-MultiLineInfilling:5789:3a2c58f60e16f43a|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5789:3a2c58f60e16f43a|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5789:3a2c58f60e16f43a|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:5789:3a2c58f60e16f43a|deployable_grid|canvas=32|seed=0,32,True,HumanEval-MultiLineInfilling:5789:3a2c58f60e16f43a|deployable_grid|canvas=32|seed=0,32,True,HumanEval-MultiLineInfilling:5789:3a2c58f60e16f43a|deployable_grid|canvas=32|seed=0,32,True
HumanEval-MultiLineInfilling:578:e0a7e835a25625c9,HumanEval/20,long,HumanEval-MultiLineInfilling:578:e0a7e835a25625c9|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:578:e0a7e835a25625c9|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:578:e0a7e835a25625c9|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:578:e0a7e835a25625c9|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:578:e0a7e835a25625c9|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:578:e0a7e835a25625c9|deployable_grid|canvas=32|seed=0,32,True
HumanEval-MultiLineInfilling:5790:b1dc3e6bca613770,HumanEval/161,extreme,HumanEval-MultiLineInfilling:5790:b1dc3e6bca613770|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5790:b1dc3e6bca613770|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5790:b1dc3e6bca613770|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5790:b1dc3e6bca613770|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:5790:b1dc3e6bca613770|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5790:b1dc3e6bca613770|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:5791:ee10638af0028c91,HumanEval/161,short,HumanEval-MultiLineInfilling:5791:ee10638af0028c91|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5791:ee10638af0028c91|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:5791:ee10638af0028c91|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:5791:ee10638af0028c91|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:5791:ee10638af0028c91|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:5791:ee10638af0028c91|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:5792:04c79853792afbc8,HumanEval/161,medium,HumanEval-MultiLineInfilling:5792:04c79853792afbc8|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5792:04c79853792afbc8|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5792:04c79853792afbc8|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:5792:04c79853792afbc8|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:5792:04c79853792afbc8|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5792:04c79853792afbc8|deployable_grid|canvas=32|seed=0,32,True
HumanEval-MultiLineInfilling:5793:47b9a32a46694bdd,HumanEval/161,long,HumanEval-MultiLineInfilling:5793:47b9a32a46694bdd|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5793:47b9a32a46694bdd|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:5793:47b9a32a46694bdd|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5793:47b9a32a46694bdd|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5793:47b9a32a46694bdd|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:5793:47b9a32a46694bdd|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:5794:13b4f5e39bed5fcb,HumanEval/161,extreme,HumanEval-MultiLineInfilling:5794:13b4f5e39bed5fcb|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5794:13b4f5e39bed5fcb|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5794:13b4f5e39bed5fcb|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:5794:13b4f5e39bed5fcb|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:5794:13b4f5e39bed5fcb|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5794:13b4f5e39bed5fcb|deployable_grid|canvas=128|seed=0,128,True
HumanEval-MultiLineInfilling:5795:f0c967ee259867ef,HumanEval/161,extreme,HumanEval-MultiLineInfilling:5795:f0c967ee259867ef|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5795:f0c967ee259867ef|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5795:f0c967ee259867ef|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:5795:f0c967ee259867ef|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:5795:f0c967ee259867ef|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:5795:f0c967ee259867ef|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:5796:2597f01e8331e38a,HumanEval/161,short,HumanEval-MultiLineInfilling:5796:2597f01e8331e38a|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5796:2597f01e8331e38a|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5796:2597f01e8331e38a|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5796:2597f01e8331e38a|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5796:2597f01e8331e38a|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5796:2597f01e8331e38a|deployable_grid|canvas=128|seed=0,128,True
HumanEval-MultiLineInfilling:5797:4615a479c4c251b3,HumanEval/161,medium,HumanEval-MultiLineInfilling:5797:4615a479c4c251b3|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5797:4615a479c4c251b3|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:5797:4615a479c4c251b3|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:5797:4615a479c4c251b3|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:5797:4615a479c4c251b3|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:5797:4615a479c4c251b3|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:5798:335989ea300eead1,HumanEval/161,long,HumanEval-MultiLineInfilling:5798:335989ea300eead1|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5798:335989ea300eead1|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5798:335989ea300eead1|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:5798:335989ea300eead1|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:5798:335989ea300eead1|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:5798:335989ea300eead1|deployable_grid|canvas=128|seed=0,128,True
HumanEval-MultiLineInfilling:5799:8441504eb5dadf31,HumanEval/161,extreme,HumanEval-MultiLineInfilling:5799:8441504eb5dadf31|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5799:8441504eb5dadf31|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5799:8441504eb5dadf31|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:5799:8441504eb5dadf31|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:5799:8441504eb5dadf31|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:5799:8441504eb5dadf31|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:579:d5ab4531aca52122,HumanEval/20,extreme,HumanEval-MultiLineInfilling:579:d5ab4531aca52122|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:579:d5ab4531aca52122|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:579:d5ab4531aca52122|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:579:d5ab4531aca52122|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:579:d5ab4531aca52122|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:579:d5ab4531aca52122|deployable_grid|canvas=64|seed=0,64,True
HumanEval-MultiLineInfilling:57:98547bc94b384bde,HumanEval/1,long,HumanEval-MultiLineInfilling:57:98547bc94b384bde|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:57:98547bc94b384bde|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:57:98547bc94b384bde|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:57:98547bc94b384bde|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:57:98547bc94b384bde|deployable_grid|canvas=32|seed=0,32,True,HumanEval-MultiLineInfilling:57:98547bc94b384bde|deployable_grid|canvas=32|seed=0,32,True
HumanEval-MultiLineInfilling:5800:736f83935acad47a,HumanEval/161,medium,HumanEval-MultiLineInfilling:5800:736f83935acad47a|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5800:736f83935acad47a|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:5800:736f83935acad47a|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:5800:736f83935acad47a|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:5800:736f83935acad47a|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:5800:736f83935acad47a|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:5801:40046a62073e2ba6,HumanEval/161,long,HumanEval-MultiLineInfilling:5801:40046a62073e2ba6|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5801:40046a62073e2ba6|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:5801:40046a62073e2ba6|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:5801:40046a62073e2ba6|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:5801:40046a62073e2ba6|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:5801:40046a62073e2ba6|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:5802:c6e92edd1232cb68,HumanEval/161,long,HumanEval-MultiLineInfilling:5802:c6e92edd1232cb68|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:5802:c6e92edd1232cb68|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5802:c6e92edd1232cb68|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:5802:c6e92edd1232cb68|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:5802:c6e92edd1232cb68|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:5802:c6e92edd1232cb68|deployable_grid|canvas=64|seed=0,64,True
HumanEval-MultiLineInfilling:5803:412a6a4e6dd1d102,HumanEval/161,medium,HumanEval-MultiLineInfilling:5803:412a6a4e6dd1d102|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5803:412a6a4e6dd1d102|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:5803:412a6a4e6dd1d102|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:5803:412a6a4e6dd1d102|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:5803:412a6a4e6dd1d102|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:5803:412a6a4e6dd1d102|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:5804:2e801767011141d4,HumanEval/161,medium,HumanEval-MultiLineInfilling:5804:2e801767011141d4|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5804:2e801767011141d4|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:5804:2e801767011141d4|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:5804:2e801767011141d4|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:5804:2e801767011141d4|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:5804:2e801767011141d4|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:5805:f84f0d2fe9a8cab7,HumanEval/161,short,HumanEval-MultiLineInfilling:5805:f84f0d2fe9a8cab7|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5805:f84f0d2fe9a8cab7|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5805:f84f0d2fe9a8cab7|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:5805:f84f0d2fe9a8cab7|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:5805:f84f0d2fe9a8cab7|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:5805:f84f0d2fe9a8cab7|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:5806:a57a79308982e5df,HumanEval/162,short,HumanEval-MultiLineInfilling:5806:a57a79308982e5df|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:5806:a57a79308982e5df|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:5806:a57a79308982e5df|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:5806:a57a79308982e5df|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:5806:a57a79308982e5df|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:5806:a57a79308982e5df|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:5807:145351ac20588e79,HumanEval/162,long,HumanEval-MultiLineInfilling:5807:145351ac20588e79|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5807:145351ac20588e79|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5807:145351ac20588e79|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5807:145351ac20588e79|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5807:145351ac20588e79|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5807:145351ac20588e79|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:5808:63937e52d7da14c9,HumanEval/162,long,HumanEval-MultiLineInfilling:5808:63937e52d7da14c9|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5808:63937e52d7da14c9|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5808:63937e52d7da14c9|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5808:63937e52d7da14c9|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5808:63937e52d7da14c9|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5808:63937e52d7da14c9|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:5809:c9eb47b559add703,HumanEval/163,medium,HumanEval-MultiLineInfilling:5809:c9eb47b559add703|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:5809:c9eb47b559add703|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:5809:c9eb47b559add703|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:5809:c9eb47b559add703|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:5809:c9eb47b559add703|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:5809:c9eb47b559add703|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:580:e574208704a5e50a,HumanEval/20,extreme,HumanEval-MultiLineInfilling:580:e574208704a5e50a|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:580:e574208704a5e50a|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:580:e574208704a5e50a|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:580:e574208704a5e50a|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:580:e574208704a5e50a|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:580:e574208704a5e50a|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:5810:dc2a2e952ebe0cc2,HumanEval/163,extreme,HumanEval-MultiLineInfilling:5810:dc2a2e952ebe0cc2|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5810:dc2a2e952ebe0cc2|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5810:dc2a2e952ebe0cc2|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5810:dc2a2e952ebe0cc2|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:5810:dc2a2e952ebe0cc2|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5810:dc2a2e952ebe0cc2|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:5811:adfee1afe1d34906,HumanEval/163,extreme,HumanEval-MultiLineInfilling:5811:adfee1afe1d34906|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5811:adfee1afe1d34906|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5811:adfee1afe1d34906|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5811:adfee1afe1d34906|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5811:adfee1afe1d34906|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5811:adfee1afe1d34906|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:5812:bec935c5bee5ac07,HumanEval/163,medium,HumanEval-MultiLineInfilling:5812:bec935c5bee5ac07|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5812:bec935c5bee5ac07|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5812:bec935c5bee5ac07|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5812:bec935c5bee5ac07|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:5812:bec935c5bee5ac07|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5812:bec935c5bee5ac07|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:5813:2f3d74fb13c336d0,HumanEval/163,extreme,HumanEval-MultiLineInfilling:5813:2f3d74fb13c336d0|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5813:2f3d74fb13c336d0|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5813:2f3d74fb13c336d0|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5813:2f3d74fb13c336d0|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5813:2f3d74fb13c336d0|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5813:2f3d74fb13c336d0|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:5814:a8b6024e4e0fc528,HumanEval/163,extreme,HumanEval-MultiLineInfilling:5814:a8b6024e4e0fc528|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:5814:a8b6024e4e0fc528|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:5814:a8b6024e4e0fc528|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:5814:a8b6024e4e0fc528|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:5814:a8b6024e4e0fc528|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:5814:a8b6024e4e0fc528|deployable_grid|canvas=128|seed=0,128,True
HumanEval-MultiLineInfilling:581:28b5c0b048c33a35,HumanEval/20,extreme,HumanEval-MultiLineInfilling:581:28b5c0b048c33a35|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:581:28b5c0b048c33a35|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:581:28b5c0b048c33a35|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:581:28b5c0b048c33a35|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:581:28b5c0b048c33a35|deployable_grid|canvas=32|seed=0,32,True,HumanEval-MultiLineInfilling:581:28b5c0b048c33a35|deployable_grid|canvas=32|seed=0,32,True
HumanEval-MultiLineInfilling:582:9b1a9178d4e48231,HumanEval/20,extreme,HumanEval-MultiLineInfilling:582:9b1a9178d4e48231|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:582:9b1a9178d4e48231|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:582:9b1a9178d4e48231|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:582:9b1a9178d4e48231|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:582:9b1a9178d4e48231|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:582:9b1a9178d4e48231|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:583:a0c5fbe81f9af6f0,HumanEval/20,extreme,HumanEval-MultiLineInfilling:583:a0c5fbe81f9af6f0|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:583:a0c5fbe81f9af6f0|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:583:a0c5fbe81f9af6f0|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:583:a0c5fbe81f9af6f0|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:583:a0c5fbe81f9af6f0|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:583:a0c5fbe81f9af6f0|deployable_grid|canvas=64|seed=0,64,True
HumanEval-MultiLineInfilling:584:f50cb07af300516b,HumanEval/20,extreme,HumanEval-MultiLineInfilling:584:f50cb07af300516b|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:584:f50cb07af300516b|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:584:f50cb07af300516b|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:584:f50cb07af300516b|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:584:f50cb07af300516b|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:584:f50cb07af300516b|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:585:35fc4ade7f08cf07,HumanEval/20,extreme,HumanEval-MultiLineInfilling:585:35fc4ade7f08cf07|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:585:35fc4ade7f08cf07|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:585:35fc4ade7f08cf07|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:585:35fc4ade7f08cf07|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:585:35fc4ade7f08cf07|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:585:35fc4ade7f08cf07|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:586:dccafc34f42b0d42,HumanEval/20,medium,HumanEval-MultiLineInfilling:586:dccafc34f42b0d42|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:586:dccafc34f42b0d42|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:586:dccafc34f42b0d42|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:586:dccafc34f42b0d42|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:586:dccafc34f42b0d42|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:586:dccafc34f42b0d42|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:587:5979da5a8be74d40,HumanEval/20,long,HumanEval-MultiLineInfilling:587:5979da5a8be74d40|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:587:5979da5a8be74d40|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:587:5979da5a8be74d40|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:587:5979da5a8be74d40|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:587:5979da5a8be74d40|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:587:5979da5a8be74d40|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:588:c906d41fb67f1b14,HumanEval/20,extreme,HumanEval-MultiLineInfilling:588:c906d41fb67f1b14|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:588:c906d41fb67f1b14|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:588:c906d41fb67f1b14|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:588:c906d41fb67f1b14|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:588:c906d41fb67f1b14|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:588:c906d41fb67f1b14|deployable_grid|canvas=16|seed=0,16,True
